341	聪明	聰明	cong1ming5	cōngming	intelligent; clever; bright; smart	3	0	0	0	0
342	打扫	打掃	da3sao3	dǎsǎo	to clean; to sweep	3	0	0	0	0
343	打算	打算	da3suan4	dǎsuàn	to plan; intend	3	0	0	0	0
344	带	帶	dai4	dài	band; belt; ribbon; carry; bring; take along; bring up (kids)	3	0	0	0	0
345	担心	擔心	dan1xin1	dānxīn	to worry; feel anxious	3	0	0	0	0
346	蛋糕	蛋糕	dan4gao1	dàngāo	cake	3	0	0	0	0
347	当然	當然	dang1ran2	dāngrán	of course; naturally	3	0	0	0	0
348	地	地	di4, de5	dì, de	earth; ground | (adverbial particle)	3	0	0	0	0
349	灯	燈	deng1	dēng	lamp; light	3	0	0	0	0
350	地方	地方	di4fang5	dìfang	place; space; room; part, (fāng: local; regional)	3	0	0	0	0
351	地铁	地鐵	di4tie3	dìtiě	subway	3	0	0	0	0
352	地图	地圖	di4tu2	dìtú	map	3	0	0	0	0
353	电梯	電梯	dian4ti1	diàntī	elevator	3	0	0	0	0
354	电子邮件	電子郵件	dian4zi3 you2jian4	diànzǐ yóujiàn	email	3	0	0	0	0
355	东	東	dong1	dōng	East	3	0	0	0	0
356	冬	冬	dong1	dōng	winter	3	0	0	0	0
357	动物	動物	dong4wu4	dòngwù	animal	3	0	0	0	0
358	短	短	duan3	duǎn	short (in length, duration, or height); lack	3	0	0	0	0
359	段	段	duan4	duàn	paragraph; segment; section	3	0	0	0	0
360	锻炼	鍛煉	duan4lian4	duànliàn	to exercise; work out; toughen; to temper	3	0	0	0	0
361	多么	多麼	duo1me5	duōme	how (wonderful, etc.); what (a great idea)	3	0	0	0	0
362	饿	餓	e4	è	hungry	3	0	0	0	0
363	耳朵	耳朵	er3duo5	ěrduo	ear	3	0	0	0	0
364	发	發	fa1, fa4	fā, fà	send out; to issue; to show (one's feelings) | hair	3	0	0	0	0
365	发烧	發燒	fa1shao1	fāshāo	have a fever	3	0	0	0	0
366	发现	發現	fa1xian4	fāxiàn	discover; to find	3	0	0	0	0
367	方便	方便	fang1bian4	fāngbiàn	convenient	3	0	0	0	0
368	放	放	fang4	fàng	put; to place; to release; to free	3	0	0	0	0
369	放心	放心	fang4xin1	fàngxīn	relax; feel relieved; rest assured	3	0	0	0	0
370	分	分	fen1, fen4	fēn, fèn	divide; part; minute; cent | component; share; ingredient	3	0	0	0	0
371	附近	附近	fu4jin4	fùjìn	(in the) vicinity; nearby; neighboring	3	0	0	0	0
372	复习	復習	fu4xi2	fùxí	revise; to review	3	0	0	0	0
373	干净	干淨	gan1jing4	gānjìng	clean; neat and tidy	3	0	0	0	0
374	感冒	感冒	gan3mao4	gǎnmào	catch cold; (common) cold	3	0	0	0	0
375	感兴趣	感興趣	gan3 xing4qu4	gǎn xìngqù	be interested in	3	0	0	0	0
